_id,year,county_id,county_name,type,nj_data_source,killed_total,killed_per_100milvmt,killed_per_capita,si_total,si_per_100milvmt,si_per_capita,ksi_total,ksi_per_100milvmt,ksi_per_capita,ksi_total_5yravg
"243","2014","42101","Philadelphia","Non-Motorized","N/A","41","0.7","2.6","68","1.2","4.3","109","1.9","6.9","null"
"244","2015","42017","Bucks","All","N/A","55","1.2","8.8","132","2.8","21.1","187","4","29.9","180.8"
"245","2015","42017","Bucks","Motorized","N/A","46","1","7.4","117","2.5","18.7","163","3.5","26.1","null"
"246","2015","42017","Bucks","Non-Motorized","N/A","9","0.2","1.4","15","0.3","2.4","24","0.5","3.8","null"
"247","2015","34005","Burlington","All","Official","52","1.1","11.6","71","1.5","15.9","123","2.6","27.5","130.8"
"248","2015","34005","Burlington","Motorized","Official","38","0.8","8.5","67","1.4","15","105","2.2","23.5","null"
"249","2015","34005","Burlington","Non-Motorized","Official","14","0.3","3.1","4","0.1","0.9","18","0.4","4","null"
"250","2015","34007","Camden","All","Official","37","0.9","7.3","77","1.9","15.2","114","2.8","22.5","129.4"
"251","2015","34007","Camden","Motorized","Official","31","0.8","6.1","66","1.6","13","97","2.4","19.1","null"
"252","2015","34007","Camden","Non-Motorized","Official","6","0.1","1.2","11","0.3","2.2","17","0.4","3.4","null"
"253","2015","42029","Chester","All","N/A","35","0.8","6.8","104","2.5","20.2","139","3.3","27","142.4"
"254","2015","42029","Chester","Motorized","N/A","31","0.7","6","89","2.1","17.3","120","2.8","23.3","null"
"255","2015","42029","Chester","Non-Motorized","N/A","4","0.1","0.8","15","0.4","2.9","19","0.5","3.7","null"
"256","2015","42045","Delaware","All","N/A","21","0.7","3.8","82","2.6","14.6","103","3.3","18.4","113.2"
"257","2015","42045","Delaware","Motorized","N/A","19","0.6","3.4","60","1.9","10.7","79","2.5","14.1","null"
"258","2015","42045","Delaware","Non-Motorized","N/A","2","0.1","0.4","22","0.7","3.9","24","0.8","4.3","null"
"259","2015","34015","Gloucester","All","Official","23","0.8","7.9","65","2.3","22.4","88","3.1","30.3","100.8"
"260","2015","34015","Gloucester","Motorized","Official","18","0.6","6.2","54","1.9","18.6","72","2.5","24.8","null"
"261","2015","34015","Gloucester","Non-Motorized","Official","5","0.2","1.7","11","0.4","3.8","16","0.6","5.5","null"
"262","2015","34021","Mercer","All","Official","24","0.7","6.5","29","0.8","7.8","53","1.5","14.3","65.4"
"263","2015","34021","Mercer","Motorized","Official","18","0.5","4.9","27","0.7","7.3","45","1.2","12.2","null"
"264","2015","34021","Mercer","Non-Motorized","Official","6","0.2","1.6","2","0.1","0.5","8","0.3","2.1","null"
"265","2015","42091","Montgomery","All","N/A","35","0.5","4.3","143","2.2","17.5","178","2.7","21.8","185.6"
"266","2015","42091","Montgomery","Motorized","N/A","26","0.4","3.2","123","1.9","15.1","149","2.3","18.3","null"
"267","2015","42091","Montgomery","Non-Motorized","N/A","9","0.1","1.1","20","0.3","2.4","29","0.4","3.5","null"
"268","2015","42101","Philadelphia","All","N/A","94","1.7","6","275","4.9","17.5","369","6.6","23.5","366.2"
"269","2015","42101","Philadelphia","Motorized","N/A","61","1.1","3.9","185","3.3","11.8","246","4.4","15.7","null"
"270","2015","42101","Philadelphia","Non-Motorized","N/A","33","0.6","2.1","90","1.6","5.7","123","2.2","7.8","null"
"271","2016","42017","Bucks","All","N/A","52","1.1","8.3","186","4","29.7","238","5.1","38","188.4"
"272","2016","42017","Bucks","Motorized","N/A","44","0.9","7","174","3.7","27.8","218","4.6","34.8","null"
"273","2016","42017","Bucks","Non-Motorized","N/A","8","0.2","1.3","12","0.3","1.9","20","0.5","3.2","null"
"274","2016","34005","Burlington","All","Official","54","1.1","12.1","66","1.3","14.8","120","2.4","26.9","124.6"
"275","2016","34005","Burlington","Motorized","Official","38","0.8","8.5","55","1.1","12.3","93","1.9","20.8","null"
"276","2016","34005","Burlington","Non-Motorized","Official","16","0.3","3.6","11","0.2","2.5","27","0.5","6.1","null"
"277","2016","34007","Camden","All","Official","41","1","8.1","76","1.8","15","117","2.8","23.1","121.2"
"278","2016","34007","Camden","Motorized","Official","26","0.6","5.1","59","1.4","11.6","85","2","16.7","null"
"279","2016","34007","Camden","Non-Motorized","Official","15","0.4","3","17","0.4","3.4","32","0.8","6.4","null"
"280","2016","42029","Chester","All","N/A","24","0.6","4.7","151","3.5","29.2","175","4.1","33.9","146"
"281","2016","42029","Chester","Motorized","N/A","20","0.5","3.9","135","3.1","26.1","155","3.6","30","null"
"282","2016","42029","Chester","Non-Motorized","N/A","4","0.1","0.8","16","0.4","3.1","20","0.5","3.9","null"
"283","2016","42045","Delaware","All","N/A","29","0.8","5.1","144","4.2","25.5","173","5","30.6","122.4"
"284","2016","42045","Delaware","Motorized","N/A","22","0.6","3.9","119","3.5","21.1","141","4.1","25","null"
"285","2016","42045","Delaware","Non-Motorized","N/A","7","0.2","1.2","25","0.7","4.4","32","0.9","5.6","null"
"286","2016","34015","Gloucester","All","Official","27","0.9","9.3","58","1.9","20","85","2.8","29.3","95.6"
"287","2016","34015","Gloucester","Motorized","Official","19","0.6","6.5","52","1.7","17.9","71","2.3","24.4","null"
"288","2016","34015","Gloucester","Non-Motorized","Official","8","0.3","2.8","6","0.2","2.1","14","0.5","4.9","null"
"289","2016","34021","Mercer","All","Official","21","0.6","5.7","35","0.9","9.5","56","1.5","15.2","60.4"
"290","2016","34021","Mercer","Motorized","Official","11","0.3","3","34","0.9","9.2","45","1.2","12.2","null"
"291","2016","34021","Mercer","Non-Motorized","Official","10","0.3","2.7","1","0","0.3","11","0.3","3","null"
"292","2016","42091","Montgomery","All","N/A","32","0.5","3.9","213","3.3","26","245","3.8","29.9","197.4"
"293","2016","42091","Montgomery","Motorized","N/A","27","0.4","3.3","174","2.7","21.2","201","3.1","24.5","null"
"294","2016","42091","Montgomery","Non-Motorized","N/A","5","0.1","0.6","39","0.6","4.8","44","0.7","5.4","null"
"295","2016","42101","Philadelphia","All","N/A","101","1.9","6.4","301","5.4","19.1","402","7.3","25.5","373.8"
"296","2016","42101","Philadelphia","Motorized","N/A","54","1","3.4","211","3.8","13.4","265","4.8","16.8","null"
"297","2016","42101","Philadelphia","Non-Motorized","N/A","47","0.9","3","90","1.6","5.7","137","2.5","8.7","null"
"298","2017","42017","Bucks","All","N/A","50","1","8","188","4","30","238","5","38","192.2"
"299","2017","42017","Bucks","Motorized","N/A","35","0.7","5.6","165","3.5","26.3","200","4.2","31.9","null"
"300","2017","42017","Bucks","Non-Motorized","N/A","15","0.3","2.4","23","0.5","3.7","38","0.8","6.1","null"
"301","2017","34005","Burlington","All","Official","51","1.1","11.4","57","1.1","12.7","108","2.2","24.1","114.4"
"302","2017","34005","Burlington","Motorized","Official","38","0.8","8.5","55","1.1","12.3","93","1.9","20.8","null"
"303","2017","34005","Burlington","Non-Motorized","Official","13","0.3","2.9","2","0","0.4","15","0.3","3.3","null"
"304","2017","34007","Camden","All","Official","47","1.2","9.3","109","2.7","21.6","156","3.9","30.9","122.8"
"305","2017","34007","Camden","Motorized","Official","32","0.8","6.3","98","2.4","19.4","130","3.2","25.7","null"
"306","2017","34007","Camden","Non-Motorized","Official","15","0.4","3","11","0.3","2.2","26","0.7","5.2","null"
"307","2017","42029","Chester","All","N/A","35","0.7","6.8","125","2.8","24.1","160","3.5","30.9","150"
"308","2017","42029","Chester","Motorized","N/A","33","0.7","6.4","112","2.5","21.6","145","3.2","28","null"
"309","2017","42029","Chester","Non-Motorized","N/A","2","0","0.4","13","0.3","2.5","15","0.3","2.9","null"
"310","2017","42045","Delaware","All","N/A","25","0.7","4.4","165","4.8","29.3","190","5.5","33.7","137.8"
"311","2017","42045","Delaware","Motorized","N/A","18","0.5","3.2","134","3.9","23.8","152","4.4","27","null"
"312","2017","42045","Delaware","Non-Motorized","N/A","7","0.2","1.2","31","0.9","5.5","38","1.1","6.7","null"
"313","2017","34015","Gloucester","All","Official","46","1.5","15.8","65","2.1","22.3","111","3.6","38.1","98.2"
"314","2017","34015","Gloucester","Motorized","Official","36","1.2","12.4","60","1.9","20.6","96","3.1","33","null"
"315","2017","34015","Gloucester","Non-Motorized","Official","10","0.3","3.4","5","0.2","1.7","15","0.5","5.1","null"
"316","2017","34021","Mercer","All","Official","29","0.8","7.9","44","1.2","12","73","2","19.9","61"
"317","2017","34021","Mercer","Motorized","Official","17","0.5","4.6","36","1","9.8","53","1.5","14.4","null"
"318","2017","34021","Mercer","Non-Motorized","Official","12","0.3","3.3","8","0.2","2.2","20","0.5","5.5","null"
"319","2017","42091","Montgomery","All","N/A","41","0.6","4.9","214","3.3","26","255","3.9","30.9","208"
"320","2017","42091","Montgomery","Motorized","N/A","35","0.5","4.2","177","2.7","21.5","212","3.2","25.7","null"
"321","2017","42091","Montgomery","Non-Motorized","N/A","6","0.1","0.7","37","0.6","4.5","43","0.7","5.2","null"
"322","2017","42101","Philadelphia","All","N/A","94","1.7","6","277","5","17.6","371","6.7","23.6","368.4"
"323","2017","42101","Philadelphia","Motorized","N/A","55","1","3.5","178","3.2","11.3","233","4.2","14.8","null"
"324","2017","42101","Philadelphia","Non-Motorized","N/A","39","0.7","2.5","99","1.8","6.3","138","2.5","8.8","null"
"325","2018","42017","Bucks","All","N/A","54","1.2","8.6","204","4.3","32.5","258","5.5","41.1","210"
"326","2018","42017","Bucks","Motorized","N/A","40","0.9","6.4","174","3.7","27.7","214","4.6","34.1","null"
"327","2018","42017","Bucks","Non-Motorized","N/A","14","0.3","2.2","30","0.6","4.8","44","0.9","7","null"
"328","2018","34005","Burlington","All","Official","43","0.8","9.7","63","1.3","14.2","106","2.1","23.9","109.2"
"329","2018","34005","Burlington","Motorized","Official","31","0.6","7","52","1.1","11.7","83","1.7","18.7","null"
"330","2018","34005","Burlington","Non-Motorized","Official","12","0.2","2.7","11","0.2","2.5","23","0.4","5.2","null"
"331","2018","34007","Camden","All","Official","49","1.2","9.7","101","2.5","20","150","3.7","29.7","127"
"332","2018","34007","Camden","Motorized","Official","37","0.9","7.3","85","2.1","16.8","122","3","24.1","null"
"333","2018","34007","Camden","Non-Motorized","Official","12","0.3","2.4","16","0.4","3.2","28","0.7","5.6","null"
"334","2018","42029","Chester","All","N/A","46","1","8.9","153","3.5","29.3","199","4.5","38.2","162.6"
"335","2018","42029","Chester","Motorized","N/A","41","0.9","7.9","137","3.1","26.2","178","4","34.1","null"
"336","2018","42029","Chester","Non-Motorized","N/A","5","0.1","1","16","0.4","3.1","21","0.5","4.1","null"
"337","2018","42045","Delaware","All","N/A","19","0.6","3.4","155","4.6","27.4","174","5.2","30.8","146.4"
"338","2018","42045","Delaware","Motorized","N/A","13","0.4","2.3","135","4","23.9","148","4.4","26.2","null"
"339","2018","42045","Delaware","Non-Motorized","N/A","6","0.2","1.1","20","0.6","3.5","26","0.8","4.6","null"
"340","2018","34015","Gloucester","All","Official","40","1.3","13.7","46","1.5","15.8","86","2.8","29.5","94.8"
"341","2018","34015","Gloucester","Motorized","Official","33","1.1","11.3","41","1.3","14.1","74","2.4","25.4","null"
"342","2018","34015","Gloucester","Non-Motorized","Official","7","0.2","2.4","5","0.2","1.7","12","0.4","4.1","null"
"343","2018","34021","Mercer","All","Official","29","0.8","7.8","58","1.6","15.7","87","2.4","23.5","65.8"
"344","2018","34021","Mercer","Motorized","Official","16","0.4","4.3","45","1.2","12.2","61","1.6","16.5","null"
"345","2018","34021","Mercer","Non-Motorized","Official","13","0.4","3.5","13","0.4","3.5","26","0.8","7","null"
"346","2018","42091","Montgomery","All","N/A","50","0.8","6","233","3.5","28.2","283","4.3","34.2","224.4"
"347","2018","42091","Montgomery","Motorized","N/A","31","0.5","3.7","196","2.9","23.7","227","3.4","27.4","null"
"348","2018","42091","Montgomery","Non-Motorized","N/A","19","0.3","2.3","37","0.6","4.5","56","0.9","6.8","null"
"349","2018","42101","Philadelphia","All","N/A","103","1.8","6.5","269","4.8","17","372","6.6","23.5","373.6"
"350","2018","42101","Philadelphia","Motorized","N/A","57","1","3.6","172","3.1","10.9","229","4.1","14.5","null"
"351","2018","42101","Philadelphia","Non-Motorized","N/A","46","0.8","2.9","97","1.7","6.1","143","2.5","9","null"
"352","2019","42017","Bucks","All","N/A","48","1","7.7","236","4.9","37.6","284","5.9","45.3","241"
"353","2019","42017","Bucks","Motorized","N/A","35","0.7","5.6","201","4.2","32","236","4.9","37.6","null"
"354","2019","42017","Bucks","Non-Motorized","N/A","13","0.3","2.1","35","0.7","5.6","48","1","7.7","null"
"355","2019","34005","Burlington","All","Official","32","0.6","7.2","121","2.4","27.2","153","3","34.4","122"
"356","2019","34005","Burlington","Motorized","Official","25","0.5","5.6","105","2.1","23.6","130","2.6","29.2","null"
"357","2019","34005","Burlington","Non-Motorized","Official","7","0.1","1.6","16","0.3","3.6","23","0.4","5.2","null"
"358","2019","34007","Camden","All","Official","50","1.2","9.8","149","3.6","29.4","199","4.8","39.2","147.2"
"359","2019","34007","Camden","Motorized","Official","25","0.6","4.9","124","3","24.5","149","3.6","29.4","null"
"360","2019","34007","Camden","Non-Motorized","Official","25","0.6","4.9","25","0.6","4.9","50","1.2","9.8","null"
"361","2019","42029","Chester","All","N/A","29","0.6","5.6","149","3.4","28.4","178","4","34","170.2"
"362","2019","42029","Chester","Motorized","N/A","24","0.5","4.6","131","3","25","155","3.5","29.6","null"
"363","2019","42029","Chester","Non-Motorized","N/A","5","0.1","1","18","0.4","3.4","23","0.5","4.4","null"
"364","2019","42045","Delaware","All","N/A","32","0.9","5.6","148","4.3","26.1","180","5.2","31.7","164"
"365","2019","42045","Delaware","Motorized","N/A","20","0.6","3.5","116","3.4","20.5","136","4","24","null"
"366","2019","42045","Delaware","Non-Motorized","N/A","12","0.3","2.1","32","0.9","5.6","44","1.2","7.7","null"
"367","2019","34015","Gloucester","All","Official","42","1.4","14.4","137","4.4","47","179","5.8","61.4","109.8"
"368","2019","34015","Gloucester","Motorized","Official","30","1","10.3","124","4","42.5","154","5","52.8","null"
"369","2019","34015","Gloucester","Non-Motorized","Official","12","0.4","4.1","13","0.4","4.5","25","0.8","8.6","null"
"370","2019","34021","Mercer","All","Official","24","0.6","6.6","96","2.6","26.1","120","3.2","32.7","77.8"
"371","2019","34021","Mercer","Motorized","Official","12","0.3","3.3","68","1.8","18.5","80","2.1","21.8","null"
"372","2019","34021","Mercer","Non-Motorized","Official","12","0.3","3.3","28","0.8","7.6","40","1.1","10.9","null"
"373","2019","42091","Montgomery","All","N/A","31","0.5","3.7","225","3.3","27.1","256","3.8","30.8","243.4"
"374","2019","42091","Montgomery","Motorized","N/A","24","0.4","2.9","191","2.8","23","215","3.2","25.9","null"
"375","2019","42091","Montgomery","Non-Motorized","N/A","7","0.1","0.8","34","0.5","4.1","41","0.6","4.9","null"
"376","2019","42101","Philadelphia","All","N/A","91","1.7","5.8","453","8.1","28.6","544","9.8","34.4","411.6"
"377","2019","42101","Philadelphia","Motorized","N/A","60","1.1","3.8","307","5.5","19.4","367","6.6","23.2","null"
"378","2019","42101","Philadelphia","Non-Motorized","N/A","31","0.6","2","146","2.6","9.2","177","3.2","11.2","null"
"379","2020","42017","Bucks","All","N/A","51","1.3","7.9","163","4.2","25.3","214","5.5","33.2","246.4"
"380","2020","42017","Bucks","Motorized","N/A","43","1.1","6.7","147","3.8","22.8","190","4.9","29.5","null"
"381","2020","42017","Bucks","Non-Motorized","N/A","8","0.2","1.2","16","0.4","2.5","24","0.6","3.7","null"
"382","2020","34005","Burlington","All","Official","43","1","9.3","117","2.8","25.3","160","3.8","34.6","129.4"
"383","2020","34005","Burlington","Motorized","Official","31","0.7","6.7","105","2.5","22.7","136","3.2","29.4","null"
"384","2020","34005","Burlington","Non-Motorized","Official","12","0.3","2.6","12","0.3","2.6","24","0.6","5.2","null"
"385","2020","34007","Camden","All","Official","39","1.1","7.5","184","5","35.2","223","6.1","42.7","169"
"386","2020","34007","Camden","Motorized","Official","25","0.7","4.8","146","4","27.9","171","4.7","32.7","null"
"387","2020","34007","Camden","Non-Motorized","Official","14","0.4","2.7","38","1","7.3","52","1.4","10","null"
"388","2020","42029","Chester","All","N/A","33","0.9","6.1","155","4.4","29","188","5.3","35.1","180"
"389","2020","42029","Chester","Motorized","N/A","28","0.8","5.2","141","4","26.4","169","4.8","31.6","null"
"390","2020","42029","Chester","Non-Motorized","N/A","5","0.1","0.9","14","0.4","2.6","19","0.5","3.5","null"
"391","2020","42045","Delaware","All","N/A","29","1.1","5","218","8.1","37.9","247","9.2","42.9","192.8"
"392","2020","42045","Delaware","Motorized","N/A","26","1","4.5","194","7.2","33.7","220","8.2","38.2","null"
"393","2020","42045","Delaware","Non-Motorized","N/A","3","0.1","0.5","24","0.9","4.2","27","1","4.7","null"
"394","2020","34015","Gloucester","All","Official","34","1.3","11.2","155","5.8","51.3","189","7.1","62.5","130"
"395","2020","34015","Gloucester","Motorized","Official","26","1","8.6","140","5.2","46.3","166","6.2","54.9","null"
"396","2020","34015","Gloucester","Non-Motorized","Official","8","0.3","2.6","15","0.6","5","23","0.9","7.6","null"
"397","2020","34021","Mercer","All","Official","23","0.7","5.9","88","2.8","22.8","111","3.5","28.7","89.4"
"398","2020","34021","Mercer","Motorized","Official","16","0.5","4.1","75","2.4","19.4","91","2.9","23.5","null"
"399","2020","34021","Mercer","Non-Motorized","Official","7","0.2","1.8","13","0.4","3.4","20","0.6","5.2","null"
"400","2020","42091","Montgomery","All","N/A","36","0.7","4.3","189","3.5","22","225","4.2","26.3","252.8"
"401","2020","42091","Montgomery","Motorized","N/A","27","0.5","3.2","164","3","19.1","191","3.5","22.3","null"
"402","2020","42091","Montgomery","Non-Motorized","N/A","9","0.2","1.1","25","0.5","2.9","34","0.7","4","null"
"403","2020","42101","Philadelphia","All","N/A","166","3.7","10.4","455","10","28.5","621","13.7","38.9","462"
"404","2020","42101","Philadelphia","Motorized","N/A","112","2.5","7","345","7.6","21.6","457","10.1","28.6","null"
"405","2020","42101","Philadelphia","Non-Motorized","N/A","54","1.2","3.4","110","2.4","6.9","164","3.6","10.3","null"
"406","2021","42017","Bucks","All","N/A","55","1.2","8.5","191","4.1","29.5","246","5.3","38","248"
"407","2021","42017","Bucks","Motorized","N/A","37","0.8","5.7","163","3.5","25.2","200","4.3","30.9","null"
"408","2021","42017","Bucks","Non-Motorized","N/A","18","0.4","2.8","28","0.6","4.3","46","1","7.1","null"
"409","2021","34005","Burlington","All","Official","37","0.7","8","163","3.4","35.1","200","4.1","43.1","145.4"
"410","2021","34005","Burlington","Motorized","Official","25","0.5","5.4","144","3","31","169","3.5","36.4","null"
"411","2021","34005","Burlington","Non-Motorized","Official","12","0.2","2.6","19","0.4","4.1","31","0.6","6.7","null"
"412","2021","34007","Camden","All","Official","72","1.8","13.7","182","4.6","34.7","254","6.4","48.4","196.4"
"413","2021","34007","Camden","Motorized","Official","33","0.8","6.3","159","4","30.3","192","4.8","36.6","null"
"414","2021","34007","Camden","Non-Motorized","Official","39","1","7.4","23","0.6","4.4","62","1.6","11.8","null"
"415","2021","42029","Chester","All","N/A","34","0.8","6.3","124","2.9","22.9","158","3.7","29.2","176.6"
"416","2021","42029","Chester","Motorized","N/A","31","0.7","5.7","116","2.7","21.4","147","3.4","27.1","null"
"417","2021","42029","Chester","Non-Motorized","N/A","3","0.1","0.6","8","0.2","1.5","11","0.3","2.1","null"
"418","2021","42045","Delaware","All","N/A","25","0.7","4.4","203","5.9","35.2","228","6.6","39.6","203.8"
"419","2021","42045","Delaware","Motorized","N/A","20","0.6","3.5","164","4.8","28.4","184","5.4","31.9","null"
"420","2021","42045","Delaware","Non-Motorized","N/A","5","0.1","0.9","39","1.1","6.8","44","1.2","7.7","null"
"421","2021","34015","Gloucester","All","Official","49","1.7","16.1","163","5.4","53.5","212","7.1","69.6","155.4"
"422","2021","34015","Gloucester","Motorized","Official","38","1.3","12.5","135","4.5","44.3","173","5.8","56.8","null"
"423","2021","34015","Gloucester","Non-Motorized","Official","11","0.4","3.6","28","0.9","9.2","39","1.3","12.8","null"
"424","2021","34021","Mercer","All","Official","41","1.1","10.7","110","3.2","28.7","151","4.3","39.4","108.4"
"425","2021","34021","Mercer","Motorized","Official","26","0.7","6.8","93","2.7","24.3","119","3.4","31.1","null"
"426","2021","34021","Mercer","Non-Motorized","Official","15","0.4","3.9","17","0.5","4.4","32","0.9","8.3","null"
"427","2021","42091","Montgomery","All","N/A","39","0.5","4.5","250","3.7","28.9","289","4.2","33.4","261.6"
"428","2021","42091","Montgomery","Motorized","N/A","30","0.4","3.5","216","3.2","25","246","3.6","28.5","null"
"429","2021","42091","Montgomery","Non-Motorized","N/A","9","0.1","1","34","0.5","3.9","43","0.6","4.9","null"
"430","2021","42101","Philadelphia","All","N/A","133","2.3","8.4","493","8.3","31.1","626","10.6","39.5","506.8"
"431","2021","42101","Philadelphia","Motorized","N/A","81","1.4","5.1","349","5.9","22","430","7.3","27.1","null"
"432","2021","42101","Philadelphia","Non-Motorized","N/A","52","0.9","3.3","144","2.4","9.1","196","3.3","12.4","null"
"433","2022","42017","Bucks","All","N/A","52","1.2","8","221","5","34.3","273","6.2","42.3","255"
"434","2022","42017","Bucks","Motorized","N/A","44","1","6.8","199","4.5","30.9","243","5.5","37.7","null"
"435","2022","42017","Bucks","Non-Motorized","N/A","8","0.2","1.2","22","0.5","3.4","30","0.7","4.6","null"
"436","2022","34005","Burlington","All","Official","68","1.4","14.5","239","4.9","51.3","307","6.3","65.8","185.2"
"437","2022","34005","Burlington","Motorized","Official","44","0.9","9.4","206","4.2","44.2","250","5.1","53.6","null"
"438","2022","34005","Burlington","Non-Motorized","Official","24","0.5","5.1","33","0.7","7.1","57","1.2","12.2","null"
"439","2022","34007","Camden","All","Official","53","1.3","10.1","199","5","37.9","252","6.3","48","215.6"
"440","2022","34007","Camden","Motorized","Official","28","0.7","5.3","155","3.9","29.5","183","4.6","34.8","null"
"441","2022","34007","Camden","Non-Motorized","Official","25","0.6","4.8","44","1.1","8.4","69","1.7","13.2","null"
"442","2022","42029","Chester","All","N/A","27","0.6","5","145","3.6","26.6","172","4.2","31.6","179"
"443","2022","42029","Chester","Motorized","N/A","26","0.6","4.8","126","3.1","23.1","152","3.7","27.9","null"
"444","2022","42029","Chester","Non-Motorized","N/A","1","0","0.2","19","0.5","3.5","20","0.5","3.7","null"
"445","2022","42045","Delaware","All","N/A","26","0.9","4.6","167","5.6","29.1","193","6.5","33.7","204.4"
"446","2022","42045","Delaware","Motorized","N/A","17","0.6","3","128","4.3","22.3","145","4.9","25.3","null"
"447","2022","42045","Delaware","Non-Motorized","N/A","9","0.3","1.6","39","1.3","6.8","48","1.6","8.4","null"
"448","2022","34015","Gloucester","All","Official","39","1.2","12.7","161","5.2","52.5","200","6.4","65.2","173.2"
"449","2022","34015","Gloucester","Motorized","Official","32","1","10.4","142","4.6","46.3","174","5.6","56.7","null"
"450","2022","34015","Gloucester","Non-Motorized","Official","7","0.2","2.3","19","0.6","6.2","26","0.8","8.5","null"
"451","2022","34021","Mercer","All","Official","27","0.8","7.1","101","2.9","26.6","128","3.7","33.7","119.4"
"452","2022","34021","Mercer","Motorized","Official","14","0.4","3.7","84","2.4","22.1","98","2.8","25.8","null"
"453","2022","34021","Mercer","Non-Motorized","Official","13","0.4","3.4","17","0.5","4.5","30","0.9","7.9","null"
"454","2022","42091","Montgomery","All","N/A","51","0.8","5.9","244","4","28.2","295","4.8","34.1","269.6"
"455","2022","42091","Montgomery","Motorized","N/A","39","0.6","4.5","211","3.5","24.4","250","4.1","28.9","null"
"456","2022","42091","Montgomery","Non-Motorized","N/A","12","0.2","1.4","33","0.5","3.8","45","0.7","5.2","null"
"457","2022","42101","Philadelphia","All","N/A","143","2.6","9.1","419","7.6","26.7","562","10.2","35.8","545"
"458","2022","42101","Philadelphia","Motorized","N/A","76","1.4","4.8","271","4.9","17.3","347","6.3","22.1","null"
"459","2022","42101","Philadelphia","Non-Motorized","N/A","67","1.2","4.3","148","2.7","9.4","215","3.9","13.7","null"
"460","2023","42017","Bucks","All","N/A","54","null","8.4","196","null","30.4","250","null","38.8","253.4"
"461","2023","42017","Bucks","Motorized","N/A","43","null","6.7","175","null","27.1","218","null","33.8","null"
"462","2023","42017","Bucks","Non-Motorized","N/A","11","null","1.7","21","null","3.3","32","null","5","null"
"463","2023","34005","Burlington","All","Unofficial","36","null","7.7","97","null","20.7","133","null","28.4","190.6"
"464","2023","34005","Burlington","Motorized","Unofficial","29","null","6.2","76","null","16.2","105","null","22.4","null"
"465","2023","34005","Burlington","Non-Motorized","Unofficial","7","null","1.5","21","null","4.5","28","null","6","null"
"466","2023","34007","Camden","All","Unofficial","41","null","7.7","64","null","12.1","105","null","19.8","206.6"
"467","2023","34007","Camden","Motorized","Unofficial","25","null","4.7","44","null","8.3","69","null","13","null"
"468","2023","34007","Camden","Non-Motorized","Unofficial","16","null","3","20","null","3.8","36","null","6.8","null"
"469","2023","42029","Chester","All","N/A","33","null","6","128","null","23.3","161","null","29.3","171.4"
"470","2023","42029","Chester","Motorized","N/A","28","null","5.1","110","null","20","138","null","25.1","null"
"471","2023","42029","Chester","Non-Motorized","N/A","5","null","0.9","18","null","3.3","23","null","4.2","null"
"472","2023","42045","Delaware","All","N/A","25","null","4.3","189","null","32.8","214","null","37.1","212.4"
"473","2023","42045","Delaware","Motorized","N/A","18","null","3.1","143","null","24.8","161","null","27.9","null"
"474","2023","42045","Delaware","Non-Motorized","N/A","7","null","1.2","46","null","8","53","null","9.2","null"
"475","2023","34015","Gloucester","All","Unofficial","34","null","11","71","null","23.1","105","null","34.1","177"
"476","2023","34015","Gloucester","Motorized","Unofficial","28","null","9.1","60","null","19.5","88","null","28.6","null"
"477","2023","34015","Gloucester","Non-Motorized","Unofficial","6","null","1.9","11","null","3.6","17","null","5.5","null"
"478","2023","34021","Mercer","All","Unofficial","31","null","8.1","51","null","13.3","82","null","21.4","118.4"
"479","2023","34021","Mercer","Motorized","Unofficial","19","null","5","36","null","9.4","55","null","14.4","null"
"480","2023","34021","Mercer","Non-Motorized","Unofficial","12","null","3.1","15","null","3.9","27","null","7","null"
"481","2023","42091","Montgomery","All","N/A","48","null","5.5","248","null","28.5","296","null","34","272.2"
"482","2023","42091","Montgomery","Motorized","N/A","34","null","3.9","201","null","23.1","235","null","27","null"
"483","2023","42091","Montgomery","Non-Motorized","N/A","14","null","1.6","47","null","5.4","61","null","7","null"
"484","2023","42101","Philadelphia","All","N/A","135","null","8.7","488","null","31.5","623","null","40.2","595.2"
"485","2023","42101","Philadelphia","Motorized","N/A","68","null","4.4","324","null","20.9","392","null","25.3","null"
"486","2023","42101","Philadelphia","Non-Motorized","N/A","67","null","4.3","164","null","10.6","231","null","14.9","null"
